id,title,startYear,runtimeMinutes,numVotes,countryOfOrigin,awardsOrNominations,awards,nominations
tt8521778,Bob Marley: One Love,2024,107,36128,US,True,2.0,14.0
tt8385474,A Dog's Journey,2019,109,31547,"CN,IN,HK,US",True,0.0,2.0
tt8564902,Death of a Nation,2018,108,7501,US,True,2.0,2.0
tt8385148,Hitman's Wife's Bodyguard,2021,100,116189,"GB,US,SE,BG,FR",True,0.0,5.0
tt8589698,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,99,74973,"US,JP,CA",True,1.0,73.0
tt8579674,1917,2019,119,740033,"GB,US,IN,ES,CA",True,135.0,200.0
tt8477134,Tulsa,2020,120,1277,US,True,1.0,2.0
tt8376234,Peter Rabbit 2: The Runaway,2021,93,16161,"US,AU",True,2.0,6.0
tt8623904,Last Christmas,2019,103,98385,"GB,CN,US",True,1.0,2.0
tt8609660,My Penguin Friend,2024,97,6022,"BR,US,ES",True,1.0,2.0
tt8760708,M3GAN,2022,102,172466,"US,NZ",True,4.0,31.0
tt8637428,The Farewell,2019,100,74456,"US,CN",True,37.0,190.0
tt8688634,21 Bridges,2019,99,79016,"US,CN",True,0.0,2.0
tt8722346,Queen & Slim,2019,132,36354,"CA,US",True,13.0,44.0
tt8760684,Apollo 11,2019,93,28158,US,True,59.0,44.0
tt8884430,Echo in the Canyon,2018,82,4216,US,True,2.0,3.0
tt8847712,The French Dispatch,2021,107,161488,"US,DE,SE,FR,GB",True,25.0,123.0
tt8829830,Fatale,2020,102,15552,US,False,0.0,0.0
tt8772262,Midsommar,2019,148,458260,"US,SE",True,27.0,74.0
tt8912936,DC League of Super-Pets,2022,105,79700,"US,AU,CA",True,1.0,9.0
tt9024106,Unplanned,2019,109,12010,US,True,6.0,3.0
tt8969332,The Biggest Little Farm,2018,91,9572,US,True,15.0,27.0
tt9098454,The Girl Who Believes in Miracles,2021,100,2074,US,False,0.0,0.0
tt8946378,Knives Out,2019,130,827752,US,True,52.0,113.0
tt8928230,¿Y cómo es él?,2020,95,286,MX,True,1.0,1.0
tt9032400,Eternals,2021,156,414415,US,True,7.0,18.0
tt9114286,Black Panther: Wakanda Forever,2022,161,339139,US,,,
tt9098872,The Rescue,2021,107,22545,"GB,US",True,16.0,40.0
tt9071322,Dark Waters,2019,126,117377,US,True,0.0,10.0
tt9116358,Promare,2019,111,5712,JP,True,1.0,5.0
tt9347730,Candyman,2021,91,80894,"CA,AU,US",True,10.0,24.0
tt9224104,Meg 2: The Trench,2023,116,95729,"US,CN,TH,DE,CA,GB",True,3.0,5.0
tt9271672,Prey for the Devil,2022,93,20335,US,False,0.0,0.0
tt9340860,Let Him Go,2020,113,37735,US,True,3.0,3.0
tt9362930,Blue Beetle,2023,127,111216,"US,MX,CA,DE",True,3.0,12.0
tt9362722,Spider-Man: Across the Spider-Verse,2023,140,474703,US,True,106.0,164.0
tt9357050,Dear Evan Hansen,2021,137,20362,"CN,JP,US",True,0.0,8.0
tt9134216,Playing with Fire,2019,96,17363,US,True,2.0,2.0
tt9411972,Where the Crawdads Sing,2022,125,150568,US,True,3.0,13.0
tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,132,471412,US,True,19.0,67.0
tt9603212,Mission: Impossible - Dead Reckoning Part One,2023,163,307917,US,True,18.0,67.0
tt9620288,King Richard,2021,144,148873,"US,AU",True,49.0,141.0
tt9487594,Compulsive Liar,2019,111,1187,CA,True,0.0,3.0
tt9419056,The Unholy,2021,99,30136,US,True,0.0,1.0
tt9426210,Weathering with You,2019,112,65324,"JP,CN",True,6.0,13.0
tt9419884,Doctor Strange in the Multiverse of Madness,2022,126,524186,US,True,10.0,28.0
tt9620292,Promising Young Woman,2020,113,228210,"GB,US",True,116.0,195.0
tt9731534,The Night House,2020,107,74535,"GB,US",True,1.0,19.0
tt9682428,Night Swim,2024,98,28618,"AU,US",True,0.0,1.0
tt9663764,Aquaman and the Lost Kingdom,2023,124,110355,"US,GB,CA,AU,IS",True,1.0,6.0
tt9883996,Dream Horse,2020,113,7503,GB,True,3.0,5.0
tt9735462,Aline,2020,126,3630,"FR,CA,BE,ES,US",True,1.0,19.0
tt9764362,The Menu,2022,107,467190,US,True,2.0,66.0
tt9784798,Judas and the Black Messiah,2021,126,95740,US,True,45.0,85.0
